id,created_dttm,title,tags,encoded_content
0f237b05-d645-4f75-bc52-2f80e9ebbef1,2025-10-11T17:05,Epic Template Fix,health-social_services-communication,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkJyYWluc3Rvcm0gd2F5cyB0byB2aXN1YWxpemUgcXVhcnRlcmx5IG1ldHJpY3MuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJIZXJlIGlzIGEgc2xpZGUgb3V0bGluZSB3aXRoIHRpdGxlLCBhZ2VuZGEsIGFuZCBjbG9zaW5nIHN1bW1hcnkuIn0sIHsicm9sZSI6ICJ1c2VyIiwgInRleHQiOiAiVGhhdCB3b3Jrc+KAlGNvdWxkIHlvdSBtYWtlIGl0IG1vcmUgY29uY2lzZT8ifV19
ac1e9e10-f4a4-4f6c-a8ca-158447e5532a,2025-10-10T02:38,IRB Submission Checklist,medicine-health,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIldyaXRlIGEgc2hvcnQgZW1haWwgYXNraW5nIGZvciBtZWV0aW5nIGF2YWlsYWJpbGl0eS4ifSwgeyJyb2xlIjogImFzc2lzdGFudCIsICJ0ZXh0IjogIkhlcmUgaXMgYSAzLWRheSBwbGFuIHdpdGggZXN0aW1hdGVkIGNvc3RzLiJ9XX0=
5ee2c8b0-978f-4120-8c67-85603c2fcc95,2025-10-15T06:37,IRB Submission Checklist,research-data_science,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkNyZWF0ZSBhIHNpbXBsZSBjaGVja2xpc3QgZm9yIGNsaW5pYyBvbmJvYXJkaW5nLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiSGVyZSBpcyBhIHNsaWRlIG91dGxpbmUgd2l0aCB0aXRsZSwgYWdlbmRhLCBhbmQgY2xvc2luZyBzdW1tYXJ5LiJ9LCB7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlRoYXQgd29ya3PigJRjb3VsZCB5b3UgbWFrZSBpdCBtb3JlIGNvbmNpc2U/In1dfQ==
b7799ae6-0ed8-4b73-80b6-5381380e5f67,2025-10-08T07:44,Cafeteria Menu App Idea,technology-business,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkRyYWZ0IGEgcmVzcG9uc2UgYWNrbm93bGVkZ2luZyByZWNlaXB0IG9mIGZvcm1zLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiUmVmYWN0b3IgaW50byBzbWFsbGVyIGZ1bmN0aW9ucyBhbmQgYWRkIHVuaXQgdGVzdHMgdG8gaW5jcmVhc2UgcmVsaWFiaWxpdHkuIn1dfQ==
adbbafcf-3bde-436e-815b-8a1fa3bf77ac,2025-10-05T08:05,Epic Template Fix,health-social_services-communication,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlByb3Bvc2Ugc2xpZGVzIGZvciBhIDUtbWludXRlIGxpZ2h0bmluZyB0YWxrLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiUmVmYWN0b3IgaW50byBzbWFsbGVyIGZ1bmN0aW9ucyBhbmQgYWRkIHVuaXQgdGVzdHMgdG8gaW5jcmVhc2UgcmVsaWFiaWxpdHkuIn1dfQ==
6d51eb24-6b0b-4bb3-a53d-a5c16d3fe4ea,2025-10-02T06:50,회의 일정 조정,hr-people_ops,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkRyYWZ0IGEgcmVzcG9uc2UgYWNrbm93bGVkZ2luZyByZWNlaXB0IG9mIGZvcm1zLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVXNlIGEgc21hbGwgbXVsdGlwbGVzIGNoYXJ0IGFuZCBhIHNpbmdsZSBzdW1tYXJ5IEtQSSBhdCB0aGUgdG9wLiJ9XX0=
7bc2f41f-d0bf-44d2-8a14-cec1d784a3ce,2025-10-08T22:46,Schedule Clinic Coverage,health-social_services-communication,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlByb3Bvc2Ugc2xpZGVzIGZvciBhIDUtbWludXRlIGxpZ2h0bmluZyB0YWxrLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVXNlIGEgc21hbGwgbXVsdGlwbGVzIGNoYXJ0IGFuZCBhIHNpbmdsZSBzdW1tYXJ5IEtQSSBhdCB0aGUgdG9wLiJ9LCB7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlRoYXQgd29ya3PigJRjb3VsZCB5b3UgbWFrZSBpdCBtb3JlIGNvbmNpc2U/In0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJIZXJlIGlzIGEgc2xpZGUgb3V0bGluZSB3aXRoIHRpdGxlLCBhZ2VuZGEsIGFuZCBjbG9zaW5nIHN1bW1hcnkuIn1dfQ==
ff9b5de8-3a5b-46d3-9a50-9913b4e6a8a8,2025-10-03T00:03,新对话,technology-business,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlByb3Bvc2Ugc2xpZGVzIGZvciBhIDUtbWludXRlIGxpZ2h0bmluZyB0YWxrLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiSGVyZSBpcyBhIDMtZGF5IHBsYW4gd2l0aCBlc3RpbWF0ZWQgY29zdHMuIn0sIHsicm9sZSI6ICJ1c2VyIiwgInRleHQiOiAiVGhhdCB3b3Jrc+KAlGNvdWxkIHlvdSBtYWtlIGl0IG1vcmUgY29uY2lzZT8ifV19
211189b8-3e5a-4a19-8466-346d8281ae2e,2025-10-02T19:20,Training Feedback Notes,medicine-health-oncology,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlByb3Bvc2Ugc2xpZGVzIGZvciBhIDUtbWludXRlIGxpZ2h0bmluZyB0YWxrLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVGhlc2UgYXJlIHRoZSBjb3JlIHRha2Vhd2F5cyBhbmQgc3VnZ2VzdGVkIGZvbGxvdy11cHMuIn0sIHsicm9sZSI6ICJ1c2VyIiwgInRleHQiOiAiVGhhdCB3b3Jrc+KAlGNvdWxkIHlvdSBtYWtlIGl0IG1vcmUgY29uY2lzZT8ifSwgeyJyb2xlIjogImFzc2lzdGFudCIsICJ0ZXh0IjogIlJlZmFjdG9yIGludG8gc21hbGxlciBmdW5jdGlvbnMgYW5kIGFkZCB1bml0IHRlc3RzIHRvIGluY3JlYXNlIHJlbGlhYmlsaXR5LiJ9XX0=
86fe2df8-57ce-4188-b1ff-afe9cae73964,2025-10-09T18:08,New Chat,education-teaching,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkZpeCB0aGlzIFB5dGhvbiBlcnJvcjogaW5kZXggb3V0IG9mIHJhbmdlLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVXNlIGEgc21hbGwgbXVsdGlwbGVzIGNoYXJ0IGFuZCBhIHNpbmdsZSBzdW1tYXJ5IEtQSSBhdCB0aGUgdG9wLiJ9LCB7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlRoYXQgd29ya3PigJRjb3VsZCB5b3UgbWFrZSBpdCBtb3JlIGNvbmNpc2U/In1dfQ==
07cc2c9f-e3de-48a9-b4ff-b276a22c5994,2025-10-04T04:12,Onboarding Guide Draft,general,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlN1bW1hcml6ZSBrZXkgcG9pbnRzIGZyb20gYSBwcm9ncmVzcyByZXBvcnQuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJUaGUgZXJyb3Igb2NjdXJzIHdoZW4gYWNjZXNzaW5nIGFuIGluZGV4IHRoYXQgZG9lcyBub3QgZXhpc3Q7IGFkZCBhIGJvdW5kcyBjaGVjay4ifV19
035710f5-2cbd-4450-aafa-3872408b22ff,2025-10-07T08:14,Operating Room Turnover,operations-staffing,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlBsZWFzZSBvdXRsaW5lIGEgMy1kYXkgaXRpbmVyYXJ5IHdpdGggYnVkZ2V0IHRpcHMuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJUaGUgZXJyb3Igb2NjdXJzIHdoZW4gYWNjZXNzaW5nIGFuIGluZGV4IHRoYXQgZG9lcyBub3QgZXhpc3Q7IGFkZCBhIGJvdW5kcyBjaGVjay4ifSwgeyJyb2xlIjogInVzZXIiLCAidGV4dCI6ICJUaGF0IHdvcmtz4oCUY291bGQgeW91IG1ha2UgaXQgbW9yZSBjb25jaXNlPyJ9XX0=
55af0397-cafd-4244-820f-df09df9b6175,2025-10-12T05:40,Operating Room Turnover,research-data_science,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkZpeCB0aGlzIFB5dGhvbiBlcnJvcjogaW5kZXggb3V0IG9mIHJhbmdlLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiUmVmYWN0b3IgaW50byBzbWFsbGVyIGZ1bmN0aW9ucyBhbmQgYWRkIHVuaXQgdGVzdHMgdG8gaW5jcmVhc2UgcmVsaWFiaWxpdHkuIn0sIHsicm9sZSI6ICJ1c2VyIiwgInRleHQiOiAiVGhhdCB3b3Jrc+KAlGNvdWxkIHlvdSBtYWtlIGl0IG1vcmUgY29uY2lzZT8ifV19
81b926e9-36ae-4262-ae23-065c9c5ea5b7,2025-10-14T16:31,Dataset Cleaning Plan,operations-staffing,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlN1Z2dlc3QgbmV4dCBzdGVwcyB0byBpbXByb3ZlIHRoZSBFVEwgcGlwZWxpbmUuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJIZXJlJ3MgYSBjb25jaXNlIGVtYWlsIHRlbXBsYXRlIHdpdGggYSBjbGVhciBjYWxsIHRvIGFjdGlvbi4ifSwgeyJyb2xlIjogInVzZXIiLCAidGV4dCI6ICJUaGF0IHdvcmtz4oCUY291bGQgeW91IG1ha2UgaXQgbW9yZSBjb25jaXNlPyJ9XX0=
d477fe29-6800-48ea-9f33-9af075990217,2025-10-04T23:55,Bug Reproduction Steps,event_planning-arts,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIldyaXRlIGEgc2hvcnQgZW1haWwgYXNraW5nIGZvciBtZWV0aW5nIGF2YWlsYWJpbGl0eS4ifSwgeyJyb2xlIjogImFzc2lzdGFudCIsICJ0ZXh0IjogIkhlcmUncyBhIGNvbmNpc2UgZW1haWwgdGVtcGxhdGUgd2l0aCBhIGNsZWFyIGNhbGwgdG8gYWN0aW9uLiJ9XX0=
89d5734d-eee7-4553-978d-3b09519964c2,2025-10-01T15:01,Onboarding Guide Draft,finance-procurement,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlN1bW1hcml6ZSBrZXkgcG9pbnRzIGZyb20gYSBwcm9ncmVzcyByZXBvcnQuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJUaGVzZSBhcmUgdGhlIGNvcmUgdGFrZWF3YXlzIGFuZCBzdWdnZXN0ZWQgZm9sbG93LXVwcy4ifV19
2d6a73d9-292e-4f7b-9c60-ea31e14990fb,2025-10-01T10:23,Ovarian Suppression Inquiry,operations-staffing,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkNyZWF0ZSBhIHNpbXBsZSBjaGVja2xpc3QgZm9yIGNsaW5pYyBvbmJvYXJkaW5nLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVXNlIGEgc21hbGwgbXVsdGlwbGVzIGNoYXJ0IGFuZCBhIHNpbmdsZSBzdW1tYXJ5IEtQSSBhdCB0aGUgdG9wLiJ9LCB7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlRoYXQgd29ya3PigJRjb3VsZCB5b3UgbWFrZSBpdCBtb3JlIGNvbmNpc2U/In0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJVc2UgYSBzbWFsbCBtdWx0aXBsZXMgY2hhcnQgYW5kIGEgc2luZ2xlIHN1bW1hcnkgS1BJIGF0IHRoZSB0b3AuIn1dfQ==
a1baa156-7aca-423d-b364-380ff0fabcaa,2025-10-09T01:36,회의 일정 조정,event_planning-arts,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkJyYWluc3Rvcm0gd2F5cyB0byB2aXN1YWxpemUgcXVhcnRlcmx5IG1ldHJpY3MuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJTdXJl4oCUSSdsbCBvdXRsaW5lIGtleSBwb2ludHMgYW5kIG5leHQgc3RlcHMuIn0sIHsicm9sZSI6ICJ1c2VyIiwgInRleHQiOiAiVGhhdCB3b3Jrc+KAlGNvdWxkIHlvdSBtYWtlIGl0IG1vcmUgY29uY2lzZT8ifSwgeyJyb2xlIjogImFzc2lzdGFudCIsICJ0ZXh0IjogIkhlcmUgaXMgYSBzbGlkZSBvdXRsaW5lIHdpdGggdGl0bGUsIGFnZW5kYSwgYW5kIGNsb3Npbmcgc3VtbWFyeS4ifV19
70e51628-4882-4cfc-8762-22b8465cab90,2025-10-14T21:47,Operating Room Turnover,operations-staffing,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlN1Z2dlc3QgbmV4dCBzdGVwcyB0byBpbXByb3ZlIHRoZSBFVEwgcGlwZWxpbmUuIn0sIHsicm9sZSI6ICJhc3Npc3RhbnQiLCAidGV4dCI6ICJIZXJlIGlzIGEgMy1kYXkgcGxhbiB3aXRoIGVzdGltYXRlZCBjb3N0cy4ifSwgeyJyb2xlIjogInVzZXIiLCAidGV4dCI6ICJUaGF0IHdvcmtz4oCUY291bGQgeW91IG1ha2UgaXQgbW9yZSBjb25jaXNlPyJ9XX0=
763e5491-40d2-4bf4-948e-1c4140a8043a,2025-10-13T00:30,DAU Weekly Report,operations-staffing,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIldyaXRlIGEgc2hvcnQgZW1haWwgYXNraW5nIGZvciBtZWV0aW5nIGF2YWlsYWJpbGl0eS4ifSwgeyJyb2xlIjogImFzc2lzdGFudCIsICJ0ZXh0IjogIkhlcmUgaXMgYSAzLWRheSBwbGFuIHdpdGggZXN0aW1hdGVkIGNvc3RzLiJ9XX0=
f747afdb-152a-498f-beca-52f9e06355d4,2025-10-06T09:36,Refactor ETL Pipeline,event_planning-arts,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkNyZWF0ZSBhIHNpbXBsZSBjaGVja2xpc3QgZm9yIGNsaW5pYyBvbmJvYXJkaW5nLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVXNlIGEgc21hbGwgbXVsdGlwbGVzIGNoYXJ0IGFuZCBhIHNpbmdsZSBzdW1tYXJ5IEtQSSBhdCB0aGUgdG9wLiJ9XX0=
81c97ac8-f99b-4cca-a905-ef5fdb6722ae,2025-10-02T14:37,Holiday Party Planning,general,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkZpeCB0aGlzIFB5dGhvbiBlcnJvcjogaW5kZXggb3V0IG9mIHJhbmdlLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiQWNrbm93bGVkZ2Vk4oCUdGhpcyB0ZW1wbGF0ZSBjb25maXJtcyByZWNlaXB0IGFuZCBzZXRzIGV4cGVjdGF0aW9ucy4ifSwgeyJyb2xlIjogInVzZXIiLCAidGV4dCI6ICJUaGF0IHdvcmtz4oCUY291bGQgeW91IG1ha2UgaXQgbW9yZSBjb25jaXNlPyJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiSGVyZSBpcyBhIDMtZGF5IHBsYW4gd2l0aCBlc3RpbWF0ZWQgY29zdHMuIn1dfQ==
05b542f6-6665-4aad-96e6-edd962f87511,2025-10-10T03:49,Cafeteria Menu App Idea,general,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIldyaXRlIGEgc2hvcnQgZW1haWwgYXNraW5nIGZvciBtZWV0aW5nIGF2YWlsYWJpbGl0eS4ifSwgeyJyb2xlIjogImFzc2lzdGFudCIsICJ0ZXh0IjogIlVzZSBhIHNtYWxsIG11bHRpcGxlcyBjaGFydCBhbmQgYSBzaW5nbGUgc3VtbWFyeSBLUEkgYXQgdGhlIHRvcC4ifV19
580ae50e-fb87-4e5a-89a9-0b265d8bdb23,2025-10-10T11:10,Ovarian Suppression Inquiry,hr-people_ops,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkNyZWF0ZSBhIHNpbXBsZSBjaGVja2xpc3QgZm9yIGNsaW5pYyBvbmJvYXJkaW5nLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiVXNlIGEgc21hbGwgbXVsdGlwbGVzIGNoYXJ0IGFuZCBhIHNpbmdsZSBzdW1tYXJ5IEtQSSBhdCB0aGUgdG9wLiJ9LCB7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlRoYXQgd29ya3PigJRjb3VsZCB5b3UgbWFrZSBpdCBtb3JlIGNvbmNpc2U/In1dfQ==
9619db31-781c-4f29-9f3b-d963165966bd,2025-10-10T04:08,Onboarding Guide Draft,technology-business,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIlByb3Bvc2Ugc2xpZGVzIGZvciBhIDUtbWludXRlIGxpZ2h0bmluZyB0YWxrLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiSGVyZSBpcyBhIHNsaWRlIG91dGxpbmUgd2l0aCB0aXRsZSwgYWdlbmRhLCBhbmQgY2xvc2luZyBzdW1tYXJ5LiJ9XX0=
a20169c0-0464-4f0a-9abb-1f3a3240808d,2025-10-12T23:51,Onboarding Guide Draft,medicine-health-oncology,eyJ0dXJucyI6IFt7InJvbGUiOiAidXNlciIsICJ0ZXh0IjogIkZpeCB0aGlzIFB5dGhvbiBlcnJvcjogaW5kZXggb3V0IG9mIHJhbmdlLiJ9LCB7InJvbGUiOiAiYXNzaXN0YW50IiwgInRleHQiOiAiSGVyZSBpcyBhIDMtZGF5IHBsYW4gd2l0aCBlc3RpbWF0ZWQgY29zdHMuIn1dfQ==
